gpsfix;fixquality;latitude;longitude;status;packetNum;data;RSSIpacket;packetReceived;SNR;RSSI
1;2;43.5629;1.4638;2;0;;-133;0;-16;-102

1;2;43.5629;1.4637;2;0;;-137;0;-20;-99

1;2;43.5630;1.4637;1;218;527382458284477378836500000;-133;2;-16;-92

1;2;43.5631;1.4636;2;0;;-136;0;-19;-94

1;2;43.5631;1.4635;2;0;;-136;0;-19;-103

1;2;43.5632;1.4635;2;0;;-136;0;-19;-86

1;2;43.5632;1.4634;2;0;;-136;0;-19;-87

1;2;43.5633;1.4633;2;0;;-136;0;-19;-88

1;2;43.5634;1.4632;2;0;;-136;0;-19;-99

1;2;43.5636;1.4630;1;226;527382458284477378836500000;-130;2;-13;-100

1;2;43.5636;1.4630;2;0;;-139;0;-22;-101

1;2;43.5636;1.4630;2;0;;-131;0;-14;-95

1;2;43.5636;1.4629;2;0;;-138;0;-21;-94

1;2;43.5637;1.4629;2;0;;-134;0;-17;-92

1;2;43.5638;1.4628;1;231;527382458284477378836500000;-135;2;-18;-90

1;2;43.5639;1.4628;2;0;;-135;0;-18;-92

1;2;43.5639;1.4627;1;233;527382458284477378836500000;-132;2;-15;-108

1;2;43.5640;1.4627;2;0;;-132;0;-15;-103

1;2;43.5641;1.4626;1;235;527382458284477378836500000;-128;2;-11;-107

1;2;43.5641;1.4626;1;236;527382458284477378836500000;-132;2;-15;-95

1;2;43.5641;1.4625;1;237;527382458284477378836500000;-124;2;-7;-103

1;2;43.5642;1.4625;1;238;527382458284477378836500000;-124;2;-7;-107

1;2;43.5643;1.4625;1;239;527382458284477378836500000;-127;2;-10;-104

1;2;43.5643;1.4624;1;240;527382458284477378836500000;-124;2;-7;-105

1;2;43.5643;1.4622;1;241;527382458284477378836500000;-123;2;-6;-100

1;2;43.5643;1.4621;1;242;527382458284477378836500000;-122;2;-5;-111

1;2;43.5644;1.4621;1;243;527382458284477378836500000;-107;2;0;-109

1;2;43.5646;1.4622;1;244;527382458284477378836500000;-123;2;-6;-107

1;2;43.5647;1.4622;1;245;527382458284477378836500000;-125;2;-8;-104

1;2;43.5648;1.4622;1;246;527382458284477378836500000;-125;2;-8;-103

1;2;43.5648;1.4622;1;247;527382458284477378836500000;-128;2;-11;-99

1;2;43.5648;1.4622;2;0;;-128;0;-11;-100

1;2;43.5649;1.4623;1;249;527382458284477378836500000;-120;2;-3;-112

1;2;43.5649;1.4623;1;250;527382458284477378836500000;-111;2;0;-111

1;2;43.5649;1.4623;1;251;527382458284477378836500000;-108;2;1;-109

1;2;43.5650;1.4625;1;252;527382458284477378836500000;-122;2;-5;-112

1;2;43.5650;1.4625;1;253;527382458284477378836500000;-120;2;-3;-110

1;2;43.5651;1.4626;1;254;527382458284477378836500000;-125;2;-8;-104

1;2;43.5651;1.4626;1;255;527382458284477378836500000;-123;2;-6;-107

1;2;43.5652;1.4627;1;0;527382458284477378836500000;-129;2;-12;-102

1;2;43.5652;1.4627;1;1;527382458284477378836500000;-118;2;-1;-108

1;2;43.5653;1.4628;1;2;527382458284477378836500000;-107;2;1;-108

1;2;43.5653;1.4629;1;3;527382458284477378836500000;-127;2;-10;-107

1;2;43.5654;1.4630;1;4;527382458284477378836500000;-118;2;-1;-107

1;2;43.5654;1.4630;1;5;527382458284477378836500000;-123;2;-6;-109

1;2;43.5655;1.4631;1;6;527382458284477378836500000;-108;2;0;-110

1;2;43.5655;1.4631;1;7;527382458284477378836500000;-126;2;-9;-109

1;2;43.5656;1.4631;1;8;527382458284477378836500000;-120;2;-3;-111

1;2;43.5656;1.4632;2;0;;-120;0;-3;-113

1;2;43.5656;1.4633;1;10;527382458284477378836500000;-126;2;-9;-109

1;2;43.5656;1.4633;1;11;527382458284477378836500000;-109;2;1;-113

1;2;43.5656;1.4634;1;12;527382458284477378836500000;-126;2;-9;-111

1;2;43.5657;1.4635;1;13;527382458284477378836500000;-119;2;-2;-114

1;2;43.5657;1.4635;1;14;527382458284477378836500000;-119;2;-2;-113

1;2;43.5658;1.4636;1;15;527382458284477378836500000;-120;2;-3;-106

1;2;43.5659;1.4636;1;16;527382458284477378836500000;-125;2;-8;-109

1;2;43.5660;1.4636;1;17;527382458284477378836500000;-108;2;2;-111

1;2;43.5661;1.4637;1;18;527382458284477378836500000;-120;2;-3;-114

1;2;43.5661;1.4638;1;19;527382458284477378836500000;-120;2;-3;-114

1;2;43.5661;1.4639;1;20;527382458284477378836500000;-118;2;-1;-115

1;2;43.5662;1.4640;1;21;527382458284477378836500000;-119;2;-2;-114

1;2;43.5662;1.4641;1;22;527382458284477378836500000;-108;2;3;-114

1;2;43.5662;1.4641;1;23;527382458284477378836500000;-104;2;5;-113

1;2;43.5663;1.4642;1;24;527382458284477378836500000;-109;2;3;-114

1;2;43.5663;1.4643;1;25;527382458284477378836500000;-108;2;3;-113

1;2;43.5664;1.4643;1;26;527382458284477378836500000;-104;2;5;-111

1;2;43.5664;1.4644;1;27;527382458284477378836500000;-107;2;4;-113

1;2;43.5665;1.4644;1;28;527382458284477378836500000;-107;2;2;-109

1;2;43.5665;1.4645;1;29;527382458284477378836500000;-108;2;1;-108

1;2;43.5667;1.4645;1;30;527382458284477378836500000;-130;2;-13;-108

1;2;43.5667;1.4645;1;31;527382458284477378836500000;-118;2;-1;-108

1;2;43.5667;1.4645;1;32;527382458284477378836500000;-105;2;0;-104

1;2;43.5668;1.4644;1;33;527382458284477378836500000;-123;2;-6;-112

1;2;43.5668;1.4644;1;34;527382458284477378836500000;-109;2;2;-112

1;2;43.5668;1.4644;1;35;527382458284477378836500000;-118;2;-1;-106

1;2;43.5668;1.4644;1;36;527382458284477378836500000;-124;2;-7;-106

1;2;43.5673;1.4644;1;37;527382458284477378836500000;-118;2;-1;-106

1;2;43.5674;1.4644;1;38;527382458284477378836500000;-118;2;-1;-102

1;2;43.5674;1.4644;1;39;527382458284477378836500000;-104;2;1;-106

1;2;43.5675;1.4644;1;40;527382458284477378836500000;-118;2;-1;-104

1;2;43.5675;1.4644;1;41;527382458284477378836500000;-103;2;1;-103

1;2;43.5676;1.4644;1;42;527382458284477378836500000;-103;2;2;-106

1;2;43.5676;1.4644;1;43;527382458284477378836500000;-118;2;-1;-105

1;2;43.5676;1.4645;1;44;527382458284477378836500000;-100;2;0;-102

1;2;43.5677;1.4644;1;45;527382458284477378836500000;-103;2;0;-102

1;2;43.5677;1.4644;1;46;527382458284477378836500000;-120;2;-3;-110

1;2;43.5677;1.4644;1;47;527382458284477378836500000;-101;2;5;-112

1;2;43.5677;1.4644;1;48;527382458284477378836500000;-104;2;5;-112

1;2;43.5678;1.4644;1;49;527382458284477378836500000;-97;2;6;-112

1;2;43.5678;1.4644;1;50;527382458284477378836500000;-100;2;5;-108

1;2;43.5679;1.4644;1;51;527382458284477378836500000;-96;2;6;-113

1;2;43.5680;1.4644;1;52;527382458284477378836500000;-102;2;3;-109

1;2;43.5681;1.4644;1;53;527382458284477378836500000;-100;2;5;-113

1;2;43.5681;1.4644;1;54;527382458284477378836500000;-102;2;3;-111

1;2;43.5683;1.4644;1;55;527382458284477378836500000;-97;2;7;-112

1;2;43.5684;1.4643;1;56;527382458284477378836500000;-98;2;7;-113

1;2;43.5685;1.4643;1;57;527382458284477378836500000;-100;2;6;-112

1;2;43.5685;1.4643;1;58;527382458284477378836500000;-98;2;6;-112

1;2;43.5686;1.4643;1;59;527382458284477378836500000;-102;2;5;-111

1;2;43.5687;1.4643;1;60;527382458284477378836500000;-98;2;6;-111

1;2;43.5687;1.4643;1;61;527382458284477378836500000;-93;2;6;-110

1;2;43.5688;1.4643;1;62;527382458284477378836500000;-95;2;6;-114

1;2;43.5689;1.4643;1;63;527382458284477378836500000;-98;2;5;-113

1;2;43.5689;1.4642;1;64;527382458284477378836500000;-97;2;6;-109

1;2;43.5690;1.4642;1;65;527382458284477378836500000;-101;2;5;-113

1;2;43.5691;1.4642;1;66;527382458284477378836500000;-98;2;6;-113

1;2;43.5692;1.4642;1;67;527382458284477378836500000;-97;2;6;-114

1;2;43.5693;1.4642;1;68;527382458284477378836500000;-96;2;6;-112

1;2;43.5693;1.4642;1;69;527382458284477378836500000;-89;2;6;-113

1;2;43.5694;1.4642;1;70;527382458284477378836500000;-97;2;5;-113

1;2;43.5695;1.4642;1;71;527382458284477378836500000;-88;2;8;-109

1;2;43.5695;1.4642;1;72;527382458284477378836500000;-91;2;6;-114

1;2;43.5696;1.4643;1;73;527382458284477378836500000;-92;2;6;-112

1;2;43.5697;1.4643;1;74;527382458284477378836500000;-97;2;6;-113

1;2;43.5698;1.4642;1;75;527382458284477378836500000;-93;2;8;-113

1;2;43.5698;1.4643;1;76;527382458284477378836500000;-92;2;7;-115

1;2;43.5698;1.4644;1;77;527382458284477378836500000;-90;2;7;-115

1;2;43.5698;1.4644;1;78;527382458284477378836500000;-85;2;7;-114

1;2;43.5698;1.4644;1;79;527382458284477378836500000;-85;2;6;-114

1;2;43.5698;1.4644;1;80;527382458284477378836500000;-87;2;6;-115

1;2;43.5698;1.4644;1;81;527382458284477378836500000;-88;2;7;-114

1;2;43.5698;1.4644;1;82;527382458284477378836500000;-93;2;6;-115

1;2;43.5698;1.4650;1;83;527382458284477378836500000;-90;2;7;-115

1;2;43.5698;1.4650;1;84;527382458284477378836500000;-80;2;7;-115

1;2;43.5698;1.4651;1;85;527382458284477378836500000;-80;2;7;-114

1;2;43.5698;1.4651;1;86;527382458284477378836500000;-81;2;7;-115

1;2;43.5699;1.4652;1;87;527382458284477378836500000;-76;2;7;-114

